Symbol,Text,Name,Date,Retweets,Tweet Type,Hashtags,Mentions
EXPE,Expedia Group Inc $EXPE Expected to Post Quarterly Sales of $1.39 Billion https://t.co/yCiwcQ4auY #stocks,US Banking News,07/09/2020,0,Tweet,1,0
EXPE,$1.39 Billion in Sales Expected for Expedia Group Inc $EXPE This Quarter https://t.co/WYHUhr9MUY,Zolmax News,07/09/2020,0,Tweet,0,0
EXPE,Expedia Group Inc $EXPE Expected to Post Quarterly Sales of $1.39 Billion https://t.co/eIyjzIoabm,Zolmax News,07/09/2020,0,Tweet,0,0
EXPE,Expedia Group Inc $EXPE Expected to Post Quarterly Sales of $1.39 Billion https://t.co/7GM4sTRJvd,Watchlist News,07/09/2020,0,Tweet,0,0
EXPE,$1.39 Billion in Sales Expected for Expedia Group Inc $EXPE This Quarter https://t.co/jf6t1xKyeP,Watchlist News,07/09/2020,0,Tweet,0,0
EXPE,Analysts Expect Expedia Group Inc $EXPE Will Post Quarterly Sales of $1.39 Billion https://t.co/RkfqHV8DGv,Ticker Report,07/09/2020,0,Tweet,0,0
EXPE,$1.39 Billion in Sales Expected for Expedia Group Inc $EXPE This Quarter https://t.co/zMq8UK6Gfq,Ticker Report,07/09/2020,0,Tweet,0,0
EXPE,#Expedia $EXPE BidaskScore is Upgraded to Bought https://t.co/l6GQm5Dxq1,BACAllScoreChanges,07/09/2020,1,Tweet,1,0
EXPE,TPG Pace Tech Opportunities SPAC: What Investors Should Know $EXPE $ACEL $SNAP $BABA $SABR $GDDY $IAC $PLYA $MGY $UBER https://t.co/lg504O7C6Y,TalkMarkets,06/09/2020,0,Tweet,0,0
EXPE,"Minerva Neuroscie $NERV CEO TO Detail Huge Partnership Agreement With US Big Pharma As Early As Tuesday
https://t.co/18fy8EY2vD

 $FOSL $RES $HCA $EXPE $CA $CNET $JAG $CGIX $XRAY $PSEC $PH $PBI $MKC $ETSY",Fly On The Wall,06/09/2020,0,Tweet,0,0
EXPE,"RT @learning2tradez : #weeklyplan #tradingplan #trendfollowerplan
$EXPE
- Basing over support
- 2 inside days
- Look at weekly, momentum just came in ..but it needed rest to gather energy https://t.co/qKVuIbAFDo",Joe Gambiste,06/09/2020,0,Retweet,3,0
EXPE,"$EXPE's 10-day Moving Average broke above its 50-day Moving Average on August 17, 2020. View odds for this and other indicators: https://t.co/vavNpEOGf7 #ExpediaGroup #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/i8fswusa43",Tickeron,06/09/2020,0,Tweet,10,0
EXPE,$EXPE  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 945,Media Sentiment®,06/09/2020,0,Tweet,5,0
EXPE,$EXPE  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 944,Media Sentiment®,06/09/2020,0,Tweet,5,0
EXPE,Expedia Group $EXPE Upgraded to Buy by BidaskClub https://t.co/xisT0x2njb,Dakota Financial,06/09/2020,0,Tweet,0,0
EXPE,Expedia Group $EXPE Upgraded to Buy by BidaskClub https://t.co/oB8RBQNBAa,Watchlist News,06/09/2020,0,Tweet,0,0
EXPE,BTIG Research Increases Expedia Group $EXPE Price Target to $120.00 https://t.co/qtAgBW0Pfa,TheOlympiaReport,06/09/2020,0,Tweet,0,0
EXPE,Expedia Group Inc $EXPE Receives Average Recommendation of “Hold” from Analysts https://t.co/ujDU2BoYSo,Zolmax News,06/09/2020,0,Tweet,0,0
EXPE,Expedia Group Inc $EXPE Receives Average Recommendation of “Hold” from Analysts https://t.co/y7exfJWrdi #stocks,US Banking News,06/09/2020,0,Tweet,1,0
EXPE,"#weeklyplan #tradingplan #trendfollowerplan
$EXPE
- Basing over support
- 2 inside days
- Look at weekly, momentum just came in ..but it needed rest to gather energy https://t.co/qKVuIbAFDo",Trend Follower,06/09/2020,1,Reply,3,0
EXPE,2020-09-04 Short sale volume (not short interest) for $EXPE is 33%. https://t.co/ss87J4Y43W $TZOO 56% $TRIP 49% $MMYT 73%,shortvolumes,06/09/2020,0,Tweet,0,0
EXPE,"Minerva Neuroscie $NERV CEO TO Detail Huge Partnership Agreement With US Big Pharma As Early As Tuesday
https://t.co/BnESoqsmxY

 $FOSL $RES $HCA $EXPE $CA $CNET $JAG $CGIX $XRAY $PSEC $PH $PBI $MKC $ETSY",Rumor Murmurs Buzz,05/09/2020,0,Tweet,0,0
EXPE,"RT @fpw2020 : All 125 Stks of 125 Quant Universe Part 1
$AAPL
$ADBE
$ADSK
$AFIB
$AGCO
$ALB
$ALGN
$AMD
$AMZN
$APPF
$APPS
$AVLR
$AXNX
$AYX
$BA
$BIGC
$BILL
$BRP
$BURL
$CAT
$CDLX
$CHWY
$CMG
$CMI
$COST
$COUP
$CRWD
$CVNA
$CVX
$CYRX
$DAN
$DDOG
$DE
$DIS
$DOCU
$DXCM
$EL
$EPAM
$ETSY
$EXAS
$EXPE
$FB",SpartanCapital,05/09/2020,0,Retweet,0,0
EXPE,"All 125 Stks of 125 Quant Universe Part 1
$AAPL
$ADBE
$ADSK
$AFIB
$AGCO
$ALB
$ALGN
$AMD
$AMZN
$APPF
$APPS
$AVLR
$AXNX
$AYX
$BA
$BIGC
$BILL
$BRP
$BURL
$CAT
$CDLX
$CHWY
$CMG
$CMI
$COST
$COUP
$CRWD
$CVNA
$CVX
$CYRX
$DAN
$DDOG
$DE
$DIS
$DOCU
$DXCM
$EL
$EPAM
$ETSY
$EXAS
$EXPE
$FB",Norcross Trader,05/09/2020,1,Tweet,0,0
EXPE,"$EXPE's 10-day Moving Average moved above its 50-day Moving Average on August 17, 2020. View odds for this and other indicators: https://t.co/agRnaflVgs #ExpediaGroup #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/BYctUw0UfW",Tickeron,05/09/2020,0,Tweet,10,0
EXPE,"Trending stocks from https://t.co/FpD9VaOq7u 
$ETSY $ETH.X $ESS $ABB $MHK $BTC.X $EXPE $GBTC $INDA $HONE",TradeUI,05/09/2020,0,Tweet,0,0
EXPE,"$ETSY $ETH.X $ESS $ABB $MHK $BTC.X $EXPE $GBTC $INDA $HONE : Trending Tickers ( #traderead Free alerts, Option Sweeps , Trading Ideas ... https://t.co/AEjWYVbyWB)",traderead,05/09/2020,0,Tweet,1,0
EXPE,Recent $EXPE technical alerts: Slingshot Bullish plus 5 more alerts... https://t.co/DuB2mOmrAw,SwingTradeBot,05/09/2020,0,Tweet,0,0
EXPE,StockTwits Trending Alert: Trading recent interest in EXPEDIA $EXPE https://t.co/S0JHVWCxS3,Quantcha Trade Ideas,05/09/2020,0,Tweet,0,0
EXPE,-$1.21 EPS Expected for Expedia Group Inc $EXPE This Quarter https://t.co/SENqjOB4mW,The Markets Daily,05/09/2020,0,Tweet,0,0
EXPE,-$1.21 EPS Expected for Expedia Group Inc $EXPE This Quarter  https://t.co/7MqE2FxAVD,Stock News Times,05/09/2020,0,Tweet,0,0
EXPE,Expedia Group $EXPE Price Target Raised to $120.00  https://t.co/HbXT9BjtWd,Stock News Times,05/09/2020,0,Tweet,0,0
EXPE,RT @GodefroySchrago : Larry Robbins' Glenview Capital Management - Q2 https://t.co/khQIKILbnM $ABC $ABT $BAX $BHC $BHVN $BKD $BSX $CAR $CHRS $CI $CNC $CTVA $DGX $DVA $DXC $EBAY $ENDP $ESI $EW $EXPE $FISV $FLEX $FMC $GOOG $GPN $HCA $HOLX $HPE https://t.co/VfhEVvmfpW @Sanostro #Quant #Trading #signals,Sanostro,05/09/2020,0,Retweet,3,1
EXPE,Larry Robbins' Glenview Capital Management - Q2 https://t.co/khQIKILbnM $ABC $ABT $BAX $BHC $BHVN $BKD $BSX $CAR $CHRS $CI $CNC $CTVA $DGX $DVA $DXC $EBAY $ENDP $ESI $EW $EXPE $FISV $FLEX $FMC $GOOG $GPN $HCA $HOLX $HPE https://t.co/VfhEVvmfpW @Sanostro #Quant #Trading #signals,Godefroy Schrago,05/09/2020,1,Tweet,3,1
EXPE,$EXPE  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 2176,Media Sentiment®,05/09/2020,0,Tweet,5,0
EXPE,Expedia Group $EXPE Upgraded at BidaskClub https://t.co/UCaZRDMDiE,Ticker Report,05/09/2020,0,Tweet,0,0
EXPE,Expedia Group $EXPE Upgraded at BidaskClub https://t.co/ZVEhT4GT56,Zolmax News,05/09/2020,0,Tweet,0,0
EXPE,"RT @MinteractApp : Friday's Top Flow in #consumer discretionary sector, Buy Flow &amp; Sell Flow $DIS $NKE $TJX $DLTR $PHM $WHR $JCI $DISCA $RL $DHI $AMZN $NFLX $MCD $CCL $HD $SBUX $EXPE $CMG $LOW $DG #stock #stocks #StockMarket #Investment #investing #consumers https://t.co/5JE2nlalc3 https://t.co/bX3pFjuxcw",TickWatcher,04/09/2020,0,Retweet,7,0
EXPE,"RT @MinteractApp : Friday's Top Flow in #consumer discretionary sector, Buy Flow &amp; Sell Flow $DIS $NKE $TJX $DLTR $PHM $WHR $JCI $DISCA $RL $DHI $AMZN $NFLX $MCD $CCL $HD $SBUX $EXPE $CMG $LOW $DG #stock #stocks #StockMarket #Investment #investing #consumers https://t.co/5JE2nlalc3 https://t.co/bX3pFjuxcw",Tickwatcher MF,04/09/2020,0,Retweet,7,0
EXPE,"Friday's Top Flow in #consumer discretionary sector, Buy Flow &amp; Sell Flow $DIS $NKE $TJX $DLTR $PHM $WHR $JCI $DISCA $RL $DHI $AMZN $NFLX $MCD $CCL $HD $SBUX $EXPE $CMG $LOW $DG #stock #stocks #StockMarket #Investment #investing #consumers https://t.co/5JE2nlalc3 https://t.co/bX3pFjuxcw",Super Stocks,04/09/2020,2,Tweet,7,0
EXPE,"It's becoming much harder to earn $$ running your own holiday home which could increase the properties professionally managed 

Airbnb has to improve offering to managed properties to increase rural &amp; leisure inventory 

$BKNG $EXPE

https://t.co/f0EKvIzjN7 https://t.co/ml87J6MS1G",In Practise,04/09/2020,0,Tweet,0,0
EXPE,"Travel stocks and banks are bullet proof so far, no sell-off, even rising. $EXPE $BKNG $C $JPM $BA $DAL $AAL $HLT",Alex_85S,04/09/2020,0,Tweet,0,0
EXPE,"Today Top Flow in #consumer discretionary sector, Buy Flow &amp; Sell Flow $DIS $NKE $PHM $ROST $GM $KSS $TJX $RL $CMCSA $MHK $AMZN $NFLX $CCL $SBUX $HD $MCD $CMG $DG $EXPE $JCI #stock #stocks #StockMarket #Investment #investing #consumers https://t.co/B7BWRcVOEf https://t.co/tMdzidyMr6",Tickwatcher MF,04/09/2020,0,Tweet,7,0
EXPE,$EXPE's in Uptrend: Moving Average Convergence Divergence (MACD) Histogram crosses above signal line. View odds for this and other indicators: https://t.co/xXxRmCQQVG #ExpediaGroup #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/hutiCmRmJV,Tickeron,04/09/2020,0,Tweet,10,0
EXPE,$EXPE Max Pain=95.00. Maturity=09/04/2020. #maxpain #options https://t.co/bIGXSCRj6R https://t.co/BSSAmpZ4ma,max pain,04/09/2020,0,Tweet,2,0
EXPE,Expedia Group $EXPE PT Raised to $120.00 at BTIG Research https://t.co/PvmFw9R0MD,US Consumer News,04/09/2020,0,Tweet,0,0
EXPE,"@mjekm5 Except the ""Lazarus Stocks"" -- holding their own or moving up today $M $AMC $EXPE $TRIP $UBER $SHAK  Not really a ""Dead Cat Bounce"" but instead a slow ascension from the March Grave",George Hart,04/09/2020,0,Reply,0,1
EXPE,"RT @trader_donkey : @HedgeyeDJ and big boats w people on board
however I do love that $EXPE @HedgeyeIndstrls",Joe Gambiste,03/09/2020,0,Retweet,0,2
EXPE,RT @Vera_Icona_23 : Day that makes stock selection much easier. The ranks of potential candidates has been thinned dramatically w/ broken charts everywhere as overextended momentum has the plug pulled.  Among the survivors relative strength in a hurricane turns up some surprising targets $EXPE $SHAK,Joe Gambiste,03/09/2020,0,Retweet,0,0
EXPE,"Today Top Flow in #consumer discretionary sector, Buy Flow &amp; Sell Flow $NKE $LOW $CMCSA $GM $ROST $GPS $PVH $SBUX $DRI $KSS $AMZN $NFLX $HD $CMG $DIS $DG $IPG $WYNN $EXPE $PHM #stock #stocks #StockMarket #Investment #investing #consumers https://t.co/5JE2nlrW3B https://t.co/02zzoKlhOw",Super Stocks,03/09/2020,0,Tweet,7,0
EXPE,$PFE load $BA $EXPE $AAL $DAL $LUV $UAL #vaccine is here https://t.co/SG7sAtuS2o,naashonomics,03/09/2020,0,Tweet,1,0
EXPE,"#Options Flow Grid Update $EXPE #OptionsTrading Expedia Shares ??3% to $99.81 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/B7BWRcVOEf
https://t.co/auISRgfUIQ https://t.co/RycWVlm66D",Tickwatcher MF,03/09/2020,0,Tweet,9,0
EXPE,"RT @moneybag_jjaccc : They never believe it until they see it, good trading day today fellas. $clx $expe https://t.co/Fc96OO2Jtz",Jared Jackson,03/09/2020,0,Retweet,0,0
EXPE,"$EXPE tough to see it but grab your magnifying glass
outside down red day",Lazer,03/09/2020,0,Tweet,0,0
EXPE,"$EXPE $BA $LUV go with #travel 
Where investment opportunities are as the S&amp;P 500, Nasdaq hit new records: Two pros  https://t.co/G7vXvlJDVL",naashonomics,03/09/2020,0,Tweet,1,0
EXPE,"$EXPE Expedia #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/B7BWRcVOEf https://t.co/BWGeqAevav https://t.co/ojFBF0bRqJ",Tickwatcher MF,03/09/2020,0,Tweet,15,0
EXPE,"@HedgeyeDJ and big boats w people on board
however I do love that $EXPE @HedgeyeIndstrls",TheDonkeyTrader,03/09/2020,1,Reply,0,2
EXPE,"Today Top Flow in #consumer discretionary sector, Buy Flow &amp; Sell Flow $CMCSA $NKE $LOW $CCL $PVH $F $VFC $DHI $GPS $SBUX $AMZN $NFLX $HD $DIS $CMG $DG $IPG $WYNN $EXPE $DLTR #stock #stocks #StockMarket #Investment #investing #consumers https://t.co/5JE2nlrW3B https://t.co/iCm1qm1xyJ",Super Stocks,03/09/2020,0,Tweet,7,0
EXPE,Tell that to $BKNG and $EXPE https://t.co/biu8CMsmSc,r buyer. AI free ??,03/09/2020,0,Tweet,0,0
EXPE,"@traderstewie Lot of ""Lazarus "" stocks holding their own or moving up today $M $AMC $EXPE $TRIP $UBER",George Hart,03/09/2020,0,Reply,0,1
EXPE,Day that makes stock selection much easier. The ranks of potential candidates has been thinned dramatically w/ broken charts everywhere as overextended momentum has the plug pulled.  Among the survivors relative strength in a hurricane turns up some surprising targets $EXPE $SHAK,George Hart,03/09/2020,1,Tweet,0,0
EXPE,"$EXPE Expedia Group #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/Gr3YvQQ4OY
https://t.co/VfJpzosMqk https://t.co/W3O41BJU1d",TickWatcher,03/09/2020,0,Tweet,15,0
EXPE,"Today Top Flow in #consumer discretionary sector, Buy Flow &amp; Sell Flow $CMCSA $AMZN $LOW $MCD $NKE $PVH $DRI $VFC $KSS $F $HD $NFLX $DIS $CMG $IPG $TJX $EXPE $DG $DLTR $JCI #stock #stocks #StockMarket #Investment #investing #consumers https://t.co/Gr3YvQQ4OY https://t.co/7ATdiZmjeJ",TickWatcher,03/09/2020,0,Tweet,7,0
EXPE,"Today Top Flow in #consumer discretionary sector, Buy Flow &amp; Sell Flow $CMCSA $AMZN $LOW $MCD $NKE $PVH $DRI $VFC $KSS $F $HD $NFLX $DIS $CMG $IPG $TJX $EXPE $DG $DLTR $JCI #stock #stocks #StockMarket #Investment #investing #consumers https://t.co/B7BWRcVOEf https://t.co/wuhVaha4V7",Tickwatcher MF,03/09/2020,0,Tweet,7,0
EXPE,#Options Flow Grid Update $EXPE #OptionsTrading Expedia Shares ??1.11% to $101.8 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/I8hjTlEqg3 https://t.co/11qKYYLGxg,OptionsPro Volume,03/09/2020,0,Tweet,9,0
EXPE,all travel stocks are very strong today $CCL $BKNG $EXPE $AAL $DAL are tech stocks rotating in to them or whats up?,Alex_85S,03/09/2020,0,Tweet,0,0
EXPE,"$EXPE in +4.88% Uptrend, advancing for three consecutive days on September 2, 2020. View odds for this and other indicators: https://t.co/p0SndoETrm #ExpediaGroup #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/oIeQeX3v8m",Tickeron,03/09/2020,0,Tweet,10,0
EXPE,"$wmt 160$ call 9/18
$expe 115 9/11 Lotto call 
????",cody,03/09/2020,0,Tweet,0,0
EXPE,$wmt $expe,cody,03/09/2020,0,Tweet,0,0
EXPE,"Watching Shares Of Airlines And Travel Sector Stocks As Cruise Lines Gain Following News Carnival's Costa Cruises Brand Will Restart Cruise Operations This Weekend

Related Tickers: $AAL $DAL $EXPE $SAVE $TRIP $UAL",QuantData,03/09/2020,0,Tweet,0,0
EXPE,Reopening names and cruise doing good! airlines must follow! $CCL $NCLH $RCL $UAL $DAL $AAL $PLAY $EXPE https://t.co/rD4TusMB80,HODOR,03/09/2020,0,Tweet,0,0
EXPE,Watchlist: $GAXY $EXPE $GMO $SHLO $KCAC $EARS $ADMA $AMRN $AVB,traderefinery,03/09/2020,0,Tweet,0,0
EXPE,"""StockBeat: Macron's Stimulus Plan Backs the CAC 40"" - https://t.co/zAQnaAvsMv

$BKNG $EXPE beast mode with French stimulating",playsmart,03/09/2020,0,Tweet,0,0
EXPE,"Can College Students Save the Hotel Industry?

“Living in a hotel comes with a lot of perks that can make the difference between healthy and sick in a pandemic.”

$MAR $CHH $H $HLT $WYND $MGM $HTHT $EXPE $DESP $BKNG #hotelindustry #hotels #studenthousing
https://t.co/d8qjOuT7tH",Dissecting the Markets,03/09/2020,0,Tweet,3,0
EXPE,"$BA $EXPE $TRVG $DAL $LUV $AAL 
Prepare for #coronavirusvaccine as soon as late October - CDC  $AZN $JNJ $PFE $MRNA 
https://t.co/3vZwh5MYET",naashonomics,03/09/2020,0,Tweet,1,0
EXPE,$EXPE here is a cleaner chart. Higher gaps are shown https://t.co/gliFlCgYrn,Konstantin Khvan,03/09/2020,0,Tweet,0,0
EXPE,$EXPE looks like it's going for a gap fill at $119-$120. BTIG Research raised the price target from $100 to $120. https://t.co/V3NcQNzPEB,Konstantin Khvan,03/09/2020,0,Tweet,0,0
EXPE,"RT @_inpractise : NEW INTERVIEW: Airbnb vs HomeAway Inventory Quality 

Availability and bookability of inventory is all that matters 

$BKNG $EXPE

https://t.co/FD50vv76zX https://t.co/ndSytdmKNz",RUM HAM,03/09/2020,0,Retweet,0,0
EXPE,"RT @MinteractApp : Wednesday's Top Flow in #NASDAQ #NASDAQ100, Buy Flow and Sell Flow $AMZN $MSFT $NVDA $ADBE $CSCO $INTC $CMCSA $COST $EBAY $MU $GOOG $MFLX $AMGN $EXPE $ILMN $AAPL $LRCX $ISRG $ALXN $BIDU #stock #stocks #StockMarket #Investment #investing https://t.co/5JE2nlrW3B https://t.co/ndiSaKXlzK",OptionsPro Volume,03/09/2020,0,Retweet,7,0
EXPE,"RT @MinteractApp : Wednesday's Top Flow in S&amp;P 500 #SP500, Buy Flow and Sell Flow $AMZN $MSFT $NVDA $BAC $ADBE $JPM $HD $CSCO $INTC $CMCSA $GOOG $NFLX $AMGN $KO $AMD $MCD $DE $XOM $MRK $EXPE #stock #stocks #StockMarket #Investment #investing https://t.co/5JE2nlrW3B https://t.co/9fFKrnuYkm",OptionsPro Volume,03/09/2020,0,Retweet,6,0
EXPE,"RT @MinteractApp : Wednesday's Top Flow in S&amp;P 500 #SP500, Buy Flow and Sell Flow $AMZN $MSFT $NVDA $BAC $ADBE $JPM $HD $CSCO $INTC $CMCSA $GOOG $NFLX $AMGN $KO $AMD $MCD $DE $XOM $MRK $EXPE #stock #stocks #StockMarket #Investment #investing https://t.co/5JE2nlrW3B https://t.co/9fFKrnuYkm",OptionsPro OI,03/09/2020,0,Retweet,6,0
EXPE,"RT @MinteractApp : Wednesday's Top Flow in #NASDAQ #NASDAQ100, Buy Flow and Sell Flow $AMZN $MSFT $NVDA $ADBE $CSCO $INTC $CMCSA $COST $EBAY $MU $GOOG $MFLX $AMGN $EXPE $ILMN $AAPL $LRCX $ISRG $ALXN $BIDU #stock #stocks #StockMarket #Investment #investing https://t.co/5JE2nlrW3B https://t.co/ndiSaKXlzK",OptionsPro MaxPain,03/09/2020,0,Retweet,7,0
EXPE,"RT @MinteractApp : Wednesday's Top Flow in #consumer discretionary sector, Buy Flow &amp; Sell Flow $AMZN $HD $CMCSA $DIS $ROST $BBY $MAR $ORLY $GRMN $DLTR $NFLX $MCD $EXPE $TGT $NKE $TJX $LOW $AZO $VFC $CMG #stock #stocks #StockMarket #Investment #investing #consumers https://t.co/5JE2nlrW3B https://t.co/UO9fAnpbKQ",OptionsPro MaxPain,03/09/2020,0,Retweet,7,0
EXPE,"RT @MinteractApp : Wednesday's Top Flow in S&amp;P 500 #SP500, Buy Flow and Sell Flow $AMZN $MSFT $NVDA $BAC $ADBE $JPM $HD $CSCO $INTC $CMCSA $GOOG $NFLX $AMGN $KO $AMD $MCD $DE $XOM $MRK $EXPE #stock #stocks #StockMarket #Investment #investing https://t.co/5JE2nlrW3B https://t.co/9fFKrnuYkm",OptionsPro MaxPain,03/09/2020,0,Retweet,6,0
EXPE,"RT @MinteractApp : Wednesday's Top Flow in S&amp;P 500 #SP500, Buy Flow and Sell Flow $AMZN $MSFT $NVDA $BAC $ADBE $JPM $HD $CSCO $INTC $CMCSA $GOOG $NFLX $AMGN $KO $AMD $MCD $DE $XOM $MRK $EXPE #stock #stocks #StockMarket #Investment #investing https://t.co/5JE2nlrW3B https://t.co/9fFKrnuYkm",TickWatcher,03/09/2020,0,Retweet,6,0
EXPE,"RT @MinteractApp : Wednesday's Top Flow in #consumer discretionary sector, Buy Flow &amp; Sell Flow $AMZN $HD $CMCSA $DIS $ROST $BBY $MAR $ORLY $GRMN $DLTR $NFLX $MCD $EXPE $TGT $NKE $TJX $LOW $AZO $VFC $CMG #stock #stocks #StockMarket #Investment #investing #consumers https://t.co/5JE2nlrW3B https://t.co/UO9fAnpbKQ",TickWatcher,03/09/2020,0,Retweet,7,0
EXPE,"RT @MinteractApp : Wednesday's Top Flow in #NASDAQ #NASDAQ100, Buy Flow and Sell Flow $AMZN $MSFT $NVDA $ADBE $CSCO $INTC $CMCSA $COST $EBAY $MU $GOOG $MFLX $AMGN $EXPE $ILMN $AAPL $LRCX $ISRG $ALXN $BIDU #stock #stocks #StockMarket #Investment #investing https://t.co/5JE2nlrW3B https://t.co/ndiSaKXlzK",TickWatcher,03/09/2020,0,Retweet,7,0
EXPE,"RT @MinteractApp : Wednesday's Top Flow in #NASDAQ #NASDAQ100, Buy Flow and Sell Flow $AMZN $MSFT $NVDA $ADBE $CSCO $INTC $CMCSA $COST $EBAY $MU $GOOG $MFLX $AMGN $EXPE $ILMN $AAPL $LRCX $ISRG $ALXN $BIDU #stock #stocks #StockMarket #Investment #investing https://t.co/5JE2nlrW3B https://t.co/ndiSaKXlzK",Tickwatcher MF,03/09/2020,0,Retweet,7,0
EXPE,"RT @MinteractApp : Wednesday's Top Flow in S&amp;P 500 #SP500, Buy Flow and Sell Flow $AMZN $MSFT $NVDA $BAC $ADBE $JPM $HD $CSCO $INTC $CMCSA $GOOG $NFLX $AMGN $KO $AMD $MCD $DE $XOM $MRK $EXPE #stock #stocks #StockMarket #Investment #investing https://t.co/5JE2nlrW3B https://t.co/9fFKrnuYkm",Tickwatcher MF,03/09/2020,0,Retweet,6,0
EXPE,"$EXPE stock trading volume up by +106.84% | 3,839,517 vs 1,856,271 
 https://t.co/QbUXLnUB3h",sleekOptions,03/09/2020,0,Tweet,0,0
EXPE,"Tomrrow’s #watchlist for #NYSE, #NASDAQ between $100 and $150: $ABT $ADI $AJG $ALXN $AWK $AYX $BILL $CAT $CDW $DIS $ETR $EXPE $FISV $FIVE $GWRE $IAC $IFF $JAZZ $JPM $KEYS $LQD $MMC $NBIX $NKE $PG $PLD $PLMR $QCOM $TMUS $TRV $TXN $VMC $WMT $XLK $XLNX $XLV $ZEN",Simon's Trade,03/09/2020,0,Tweet,3,0
EXPE,"I know there are people out here who are $EXPE experts. 

If air bnb rebuffs Ackman's 4B SPAC

does that valuation turned to EXPE get you HOME AWAY for free?",Andrew Berdelle,02/09/2020,0,Tweet,0,0
EXPE,"RT @eWhispers : #faang #earnings after the close 

$FB $AMZN $AAPL $GOOG 

https://t.co/lObOE0dgsr 

$GILD $F $EA $OPK $MGM $MELI $VRTX $TEAM $XLNX $EXPE $SHAK $TWOU $X $ZEN $BGS $EGHT $SGEN $EXAS $WWE $TNDM $QDEL $MOH $XPO $SYK $FORM $RDFN $PFPT $EBS $BLDR $BVN $BAND $MHK $AIMT $DECK $DLR $EGO https://t.co/pfiy2dB1bc",Economics 101,02/09/2020,0,Retweet,2,0
EXPE,"$EXPE:

New Insider Filing on Expedia Group, Inc.'s

Director

DARA KHOSROWSHAHI:

https://t.co/mBq0CgEDgp",Insider Alerts,02/09/2020,0,Tweet,0,0
EXPE,"Wednesday's Top Flow in #consumer discretionary sector, Buy Flow &amp; Sell Flow $AMZN $HD $CMCSA $DIS $ROST $BBY $MAR $ORLY $GRMN $DLTR $NFLX $MCD $EXPE $TGT $NKE $TJX $LOW $AZO $VFC $CMG #stock #stocks #StockMarket #Investment #investing #consumers https://t.co/5JE2nlrW3B https://t.co/UO9fAnpbKQ",Super Stocks,02/09/2020,2,Tweet,7,0
EXPE,"Wednesday's Top Flow in S&amp;P 500 #SP500, Buy Flow and Sell Flow $AMZN $MSFT $NVDA $BAC $ADBE $JPM $HD $CSCO $INTC $CMCSA $GOOG $NFLX $AMGN $KO $AMD $MCD $DE $XOM $MRK $EXPE #stock #stocks #StockMarket #Investment #investing https://t.co/5JE2nlrW3B https://t.co/9fFKrnuYkm",Super Stocks,02/09/2020,5,Tweet,6,0
EXPE,"Wednesday's Top Flow in #NASDAQ #NASDAQ100, Buy Flow and Sell Flow $AMZN $MSFT $NVDA $ADBE $CSCO $INTC $CMCSA $COST $EBAY $MU $GOOG $MFLX $AMGN $EXPE $ILMN $AAPL $LRCX $ISRG $ALXN $BIDU #stock #stocks #StockMarket #Investment #investing https://t.co/5JE2nlrW3B https://t.co/ndiSaKXlzK",Super Stocks,02/09/2020,4,Tweet,7,0
EXPE,"$EXPE New Form 4 for Expedia Group
From our Stock News Alerts App",$Stocknewsalerts,02/09/2020,0,Tweet,0,0
EXPE,"$EXPE [15s. delayed] filed SEC form 4: Insider KHOSROWSHAHI DARA: 
Converted securities 562 of Common Stock at price $0 on 2020-09-02, increased holding by 0% to 329,651 shares  https://t.co/GxNsMzFlxh",Flash Alert,02/09/2020,0,Tweet,0,0
EXPE,Expedia $EXPE Has A Good #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Excellent; #momentum score Excellent #stocks #stock #StockMarket #Investment #investing https://t.co/B7BWRcVOEf https://t.co/UYGXWaaehB https://t.co/DxVsiEoK3R,Tickwatcher MF,02/09/2020,0,Tweet,8,0
EXPE,"$EXPE Expedia Group #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/IWZSYMAia0 https://t.co/tLXIvqBN2V",OptionsPro OI,02/09/2020,0,Tweet,15,0
