Symbol,Text,Name,Date,Retweets,Tweet Type,Hashtags,Mentions,Media Type
NFLX,All set to watch @HouseofCards tonight.  Happy Valentine’s Day $NFLX!,Carl Icahn,14/02/2014,110,Tweet,0,1,
NFLX,All set to watch @HouseofCards tonight.  Happy Valentine’s Day $NFLX!,Carl Icahn,14/02/2014,110,Tweet,0,1,
NFLX,@GraduateInvestr sympathy w/$NFLX - high flyers.  still like it.,Stephanie Link,16/10/2014,0,Reply,0,1,
NFLX,Sold last of our $NFLX today.  Believe $AAPL currently represents same opportunity we stated NFLX offered several years ago.,Carl Icahn,24/06/2015,660,Tweet,0,0,
NFLX,Sold last of our $NFLX today.  Believe $AAPL currently represents same opportunity we stated NFLX offered several years ago.,Carl Icahn,24/06/2015,660,Tweet,0,0,
NFLX,"Post $NFLX, the “other” FANG report this week and they are responsible for 12% of $SPX but a more important 25% of the $NDX.",Stephanie Link,22/07/2018,5,Tweet,0,0,
NFLX,"With a bevy of new streaming services that are set to launch from Disney, Apple, AT&amp;T and others, can $NFLX weather the onslaught of new streaming services and win the streaming war?",Investors.com,10/10/2019,3,Tweet,0,0,
NFLX,"The Dow Jones lagged a bit Thursday, hurt by weak earnings from IBM, but the Nasdaq outperformed, helped by a strong showing from Netflix $NFLX $TPX $CMG Sponsored by Interactive Brokers. @IBKR https://t.co/xGL3TkKSVr",Investors.com,17/10/2019,4,Tweet,0,1,
NFLX,"""Netflix is profitable - if you exclude everything."" says @IBD_ECarson 

#IBDLive Team discussing $DIS stock breakout after Disney+ streaming service subs hit 10 mil. $NFLX stock down on the news.
Are you team $NFLX or team $DIS?",Investors.com,14/11/2019,2,Tweet,1,1,
NFLX,Active stocks breaking out https://t.co/qwCj3iCBfg  $EROS $NFLX $HD $BSX $YNDX,Top Breakout Stocks,18/11/2019,1,Tweet,0,0,
NFLX,RT @AlissaCoram : That’s a wrap on this week’s show! Episode drops tonight with insights on the bull run &amp; analysis of $DIS $NFLX w/ @Randy_Watts_ of @williamoneilco and dividend #ETF strategies w/ @SimeonHyman of @ProSharesETF  #InvestingStrategies @IBDinvestors @Nasdaq https://t.co/SbT5VnMOmg,Investors.com,18/11/2019,0,Retweet,2,6,photo
NFLX,"New breakouts for $MDR, $HEPA, $NFLX, $AMTD https://t.co/qwCj3iCBfg",Top Breakout Stocks,21/11/2019,0,Tweet,0,0,
NFLX,Stocks that breakout often https://t.co/Z7h1lnUe2U $EXC $HD $NFLX,Top Breakout Stocks,19/12/2019,0,Tweet,0,0,
NFLX,"RT @narayanarjun : The two best performing public stocks of the decade - Netflix (+3700%) and Domino's Pizza (+3000%) - perfectly epitomize the 2010s. You either build the world's most advanced machine learning content recommender system, or make a better pizza sauce, there's no middle ground.",Wu-Tang Financial ??,28/12/2019,0,Retweet,0,0,
NFLX,RT @IBD_ECarson : These 5 stocks hit buy zones as market rally won't 'stand down'; Dow futures rise https://t.co/YwdRUYiN99 $NFLX $VRTX $LULU $RNG $PAYC $COST https://t.co/W6Q1r3o1aL,Investors.com,09/01/2020,0,Retweet,0,0,animated_gif
NFLX,Will be interesting to see Disney+ subs numbers following the initial release.  Google search trends have been trending lower since a big spike at launch.  Netflix trending higher again. $NFLX $DIS https://t.co/0MAJFp6g6M,Bespoke,10/01/2020,0,Tweet,0,0,photo
NFLX,Will be interesting to see Disney+ subs numbers following the initial release.  Google search trends have been trending lower since a big spike at launch.  Netflix trending higher again. $NFLX $DIS https://t.co/0MAJFp6g6M,Bespoke,10/01/2020,0,Tweet,0,0,photo
NFLX,"Of stocks w/ at least 10 years of earnings reports, Infinera $INFN, YRC $YRCW, Travelzoo $TZOO, and Netflix $NFLX have been the most volatile on earnings.  Here's the full list: https://t.co/19H5l34iYt https://t.co/1AZcjEknyc",Bespoke,14/01/2020,3,Tweet,0,0,photo
NFLX,"Of stocks w/ at least 10 years of earnings reports, Infinera $INFN, YRC $YRCW, Travelzoo $TZOO, and Netflix $NFLX have been the most volatile on earnings.  Here's the full list: https://t.co/19H5l34iYt https://t.co/1AZcjEknyc",Bespoke,14/01/2020,3,Tweet,0,0,photo
NFLX,RT @IBD_ECarson : Stock Market Rally Faces New Test; Futures Fall https://t.co/1hYc1yIuV3 $NFLX $TXN $DIS $AAPL $GOOGL https://t.co/3bRaisp4PP,Investors.com,21/01/2020,0,Retweet,0,0,photo
NFLX,"IBD Live is on! Talking actionable trades and market commentary ????

Stocks in discussion this morning: $HAL, $TAL, $EDU, $NFLX

Tune into the live stream here: 
https://t.co/wVo7SpvWKx 

Live questions welcome #IBDLive",Investors.com,21/01/2020,1,Tweet,1,0,
NFLX,RT @IBD_ECarson : Dow Futures Rise After Market Rally Resists Virus; These 3 Tech Giants Move Higher https://t.co/ASq5Ygn6Q6 $NFLX $IBM $TSLA $ASML $DIS #Netflix #Tesla https://t.co/MuJUGtp6nQ,Investors.com,22/01/2020,0,Retweet,2,0,photo
NFLX,"IBD Live is on!

Stocks in discussion this morning: $NFLX, $TSLA, $INMD, $ASML

Tune into the live stream here: 
https://t.co/wVo7SpNxC5 

Live questions welcome #IBDLive",Investors.com,22/01/2020,1,Tweet,1,0,
NFLX,The stock market was resilient again Thursday after the World Health Organization issued a calming statement regarding the outbreak of the coronavirus $PYPL $NFLX $DT https://t.co/eFAJvdVuUI,Investors.com,23/01/2020,6,Tweet,0,0,
NFLX,"$NFLX, $KMI, $INNT hit new breakout highs  https://t.co/qwCj3iCBfg",Top Breakout Stocks,24/01/2020,0,Tweet,0,0,
NFLX,"Took a few years, but Tesla $TSLA and Netflix $NFLX now have the same market cap again, just like back in mid-2017... NFLX's run in early 2018 wasn't as steep as TSLA's run now, but it was nothing to sneeze at either.  https://t.co/H4p1RcpfIn https://t.co/gZOKZaL7Jr",Bespoke,04/02/2020,7,Tweet,0,0,photo
NFLX,"Took a few years, but Tesla $TSLA and Netflix $NFLX now have the same market cap again, just like back in mid-2017... NFLX's run in early 2018 wasn't as steep as TSLA's run now, but it was nothing to sneeze at either.  https://t.co/H4p1RcpfIn https://t.co/gZOKZaL7Jr",Bespoke,04/02/2020,7,Tweet,0,0,photo
NFLX,"$NFLX trying to break out of a big cup. Keep an eye on this one.

#IBDLive https://t.co/JbyyfLxfya",Investors.com,18/02/2020,3,Tweet,1,0,photo
NFLX,"WATCH NOW: On #IBDLive today, Netflix $NFLX tries to break out of a big cup base as it nears a key buy point. https://t.co/JUIcBBSCHW",Investors.com,18/02/2020,5,Tweet,1,0,video
NFLX,"RT @IBDinvestors : WATCH NOW: On #IBDLive today, Netflix $NFLX tries to break out of a big cup base as it nears a key buy point. https://t.co/JUIcBBSCHW",Investors.com,18/02/2020,0,Retweet,1,0,video
NFLX,"Actionable stocks making moves on #IBDLive this week included Nvidia, Netflix, Domino's Pizza, and Microsoft among others. Watch the weekly recap video for more details on buy points and breakouts from the IBD Live Team.
$NVDA $NFLX $DPZ $MSFT https://t.co/dftiNocSiT",Investors.com,22/02/2020,2,Tweet,1,0,video
NFLX,"Slack $WORK isn't down as much as some other stocks but still down 7% on the week.  Surprised not doing better given the rally in stocks like Zoom $ZM, Teladoc $TDOC, Netflix $NFLX.",Bespoke,27/02/2020,2,Tweet,0,0,
NFLX,"Slack $WORK isn't down as much as some other stocks but still down 7% on the week.  Surprised not doing better given the rally in stocks like Zoom $ZM, Teladoc $TDOC, Netflix $NFLX.",Bespoke,27/02/2020,2,Tweet,0,0,
NFLX,Stocks worsened in afternoon trade Thursday on reports California is monitoring thousands of potential coronavirus cases $SQ $RNG $NFLX https://t.co/5KNzl3n6Rj,Investors.com,27/02/2020,1,Tweet,0,0,
NFLX,"RT @IBD_ECarson : Dow Futures Plunge, Crude Oil Crashes As OPEC+ Price Wars Adds To #Coronavirus Fears https://t.co/Mljn40yPW0 $AAPL $NFLX $NVDA $RNG $SHOP $TEAM https://t.co/21gC9museJ",Investors.com,08/03/2020,0,Retweet,1,0,photo
NFLX,RT @IBD_ECarson : Futures Surge On Trump Tax Cut Plan After Dow Nears Bear Market https://t.co/046GYg0YLy #coronavirus $TSLA $NFLX $NVDA $GOOGL $DOCU https://t.co/mm2Qgu6Seu,Investors.com,10/03/2020,0,Retweet,1,0,photo
NFLX,"RT @IBD_ECarson : Futures fall sharply after big rally; Apple, Microsoft, Alibaba, Netflix, Vertex flash bullish signal https://t.co/jOOSmA3AGr #coronavirus $AAPL $MSFT $BABA $NFLX $VRTX https://t.co/oUeJV7Csv1",Investors.com,10/03/2020,0,Retweet,1,0,photo
NFLX,"IBD Live Recap Wednesday:
Netflix Tops Our Post-Correction Buy List — Here's Why

#IBDLive $NFLX https://t.co/MSFeFnkEZd",Investors.com,11/03/2020,5,Tweet,1,0,video
NFLX,"RT @IBDinvestors : IBD Live Recap Wednesday:
Netflix Tops Our Post-Correction Buy List — Here's Why

#IBDLive $NFLX https://t.co/MSFeFnkEZd",Investors.com,11/03/2020,0,Retweet,1,0,video
NFLX,times like these we need the Chapelle show to return. @netflix plz help,Wu-Tang Financial ??,12/03/2020,35,Tweet,0,1,
NFLX,Some beaten down growth stocks perked up Thursday even as the coronavirus continued to spread $NFLX $ADBE $NET For the full episode click: https://t.co/horlgNFKkz https://t.co/Ttn0uqHUrI,Investors.com,19/03/2020,4,Tweet,0,0,photo
NFLX,"IBD Live Recap Thursday: 

Two Top Stocks To Watch Amid The Coronavirus Stock Market Crash

#IBDLive $NFLX $NET https://t.co/NmSvrGXy7R",Investors.com,19/03/2020,5,Tweet,1,0,video
NFLX,"RT @IBDinvestors : IBD Live Recap Thursday: 

Two Top Stocks To Watch Amid The Coronavirus Stock Market Crash

#IBDLive $NFLX $NET https://t.co/NmSvrGXy7R",Investors.com,20/03/2020,0,Retweet,1,0,video
NFLX,"$NFLX ""When we're going to go in heavy is when it breaks above that current consolidation. Then, we'll be using that 10-week moving average as our line in the sand - a close below will be our exit point."" @IBD_CGessel 

#IBDLive https://t.co/3WPWeTfnal",Investors.com,20/03/2020,3,Tweet,1,1,photo
NFLX,"#IBDLive Team looking at $NFLX, one of our top coronavirus plays.
""At best this has to pause &amp; form new resistance to create a more logical trend line. Then once it breaks above that new hypothetical trend line, we could consider a buy point. But for now, wait."" @mwebster1971 https://t.co/kGOmQANCI0",Investors.com,25/03/2020,3,Tweet,1,1,photo
NFLX,"$NFLX clear supporting action the last two weeks. It's telling you investors are in this stock and supporting it.

""The RS line has soared bc compared to the rest of the market, this stock looks great."" 
@IBD_JNielsen

#IBDLive https://t.co/BWImy1I5GF",Investors.com,30/03/2020,4,Tweet,1,1,photo
NFLX,"As always, Fuck your politics, the world needs a My Pillow guy Netflix documentary/short series now. https://t.co/jpm4j10toO",Wu-Tang Financial ??,31/03/2020,285,Tweet,0,0,photo
NFLX,"$NFLX stock is holding up. Looking for it to take out its pre-crash highs as our buy signal. Major coronavirus stock play.

""All the buzz right now is on Tiger King and Ozark -- lots of popular binge-y shows and now's the time where people are bingeing."" @AlissaCoram 

#IBDLive https://t.co/NdUmZLUdfm",Investors.com,03/04/2020,3,Tweet,1,1,photo
NFLX,"Nice milestone for Disney+. 

This marathon streaming battle between $DIS and $NFLX will be epic as it plays out... 

https://t.co/PmzinPq08r",Stocktwits,09/04/2020,4,Tweet,0,0,
NFLX,"RT @IBD_ECarson : OPEC+ finally reaches crude oil production deal, but will it be enough to buoy the coronavirus stock market rally? Six IBD 50 stocks eye buy points. https://t.co/iNdm10T5vz #OOTT #coronavirus $MSFT $NVDA $NFLX $VEEV $MSCI $LITE $AAPL $GILD https://t.co/3kBufKGdtn",Investors.com,12/04/2020,0,Retweet,2,0,photo
NFLX,RT @IBD_ECarson : Dow Jones futures fall solidly after OPEC+ production deal. $MSFT $NVDA $NFLX #OOTT $GILD https://t.co/RYtKwiods5,Investors.com,12/04/2020,0,Retweet,1,0,
NFLX,"FAANG today:  
  
? $FB ? 2%  
? $AAPL ? 0.25%  
? $AMZN ? 5%  
? $NFLX ? 6%  
? $GOOG ? 1% https://t.co/qt7jliovxA",Stocktwits,13/04/2020,7,Tweet,0,0,photo
NFLX,$NFLX highest close since July 2018. https://t.co/mwUltuB3hp,Stocktwits,13/04/2020,21,Tweet,0,0,animated_gif
NFLX,"All time highs. 
 
$NFLX +5% https://t.co/5RU5SphPHp",Stocktwits,15/04/2020,14,Tweet,0,0,animated_gif
NFLX,"Amazon and Netflix continue to run.  
 
$AMZN ? 3.5% 
$NFLX ? 4% https://t.co/GHInpMASho",Stocktwits,16/04/2020,14,Tweet,0,0,photo
NFLX,"A lot of potential re: $NFLX earnings tonight. ""But you cannot buy the stock here I think bc it's way too extended. Sure it could just keep moving higher but there's huge risk it could come into 400 and you'll have a huge loss on your hands."" @mwebster1971 

#IBDLive https://t.co/CnSK7Bk3Yu",Investors.com,16/04/2020,1,Tweet,1,1,photo
NFLX,"Today, Amazon and Netflix are getting worked.

$AMZN ? 2%
$NFLX ? 4.5% https://t.co/ZNESqnKvbK https://t.co/9elZ5X4MoZ",Stocktwits,17/04/2020,11,Tweet,0,0,photo
NFLX,"Netflix documentaries on Youtube! 
 
$NFLX https://t.co/9vqE34U5tk https://t.co/2eCmnvA0lv",Stocktwits,17/04/2020,4,Tweet,0,0,photo
NFLX,The S&amp;P 500 gapped up Friday and reclaimed its 50-day moving average $INCY $VEEV $NFLX Watch Stock Market Today here: https://t.co/XPcJZk2GiQ https://t.co/kbdEYyzdsC,Investors.com,17/04/2020,2,Tweet,0,0,photo
NFLX,Which stocks are emerging from the coronavirus crash as new leaders? Read this free infographic and find out! #coronavirus #stocks #investors #COVID19 $NFLX $ZM $DPZ https://t.co/exlrA7s3C8 https://t.co/ZgiVnMItsh,Investors.com,17/04/2020,0,Tweet,4,0,photo
NFLX,Which stocks are emerging from the coronavirus crash as new leaders? Read this free infographic and find out! $NFLX $ZM $DPZ #coronavirus #stocks #investing #investors #COVID19  https://t.co/zTsTHGy5Gx https://t.co/kObUvek4Hm,Investors.com,18/04/2020,3,Tweet,5,0,photo
NFLX,Which stocks are emerging from the coronavirus crash as new leaders? Read this free infographic and find out! #coronavirus #stocks #investors #COVID19 $NFLX $DPZ $ZM https://t.co/zTsTHGy5Gx https://t.co/rR2saGzlWD,Investors.com,18/04/2020,1,Tweet,4,0,photo
NFLX,Which stocks are emerging from the coronavirus crash as new leaders? Read this free infographic and find out! $NFLX $ZM $DPZ #coronavirus #stocks #investing #investors #COVID19  https://t.co/zTsTHGy5Gx https://t.co/GBIBlseQBt,Investors.com,19/04/2020,1,Tweet,5,0,photo
NFLX,Which stocks are emerging from the coronavirus crash as new leaders? Read this free infographic and find out! https://t.co/zTsTHGy5Gx #coronavirus #stocks #investing #investors #COVID19  $NFLX $ZM https://t.co/4Tslnem1Rx,Investors.com,19/04/2020,3,Tweet,5,0,photo
NFLX,"Big earnings week ahead. 

$IBM $NFLX $SNAP $DPZ $VZ https://t.co/74LGuZ9j8h",Stocktwits,19/04/2020,76,Tweet,0,0,photo
NFLX,Which stocks are emerging from the coronavirus crash as new leaders? Read this free infographic and find out! #coronavirus #stocks #investing #investors #COVID19 $NFLX $ZM https://t.co/zTsTHGy5Gx https://t.co/2uaZsjI5jV,Investors.com,19/04/2020,2,Tweet,5,0,photo
NFLX,Which stocks are emerging from the coronavirus crash as new leaders? Read this free infographic and find out! https://t.co/zTsTHGy5Gx  #coronavirus #stocks #investing #investors #COVID19 $NFLX $ZM https://t.co/wcQgsqcfPM,Investors.com,19/04/2020,0,Tweet,5,0,photo
NFLX,Which stocks are emerging from the coronavirus crash as new leaders? Read this free infographic and find out! https://t.co/zTsTHGguhX #coronavirus #stocks #investing #investors #COVID19  $NFLX $ZM https://t.co/wLlaKc873u,Investors.com,20/04/2020,3,Tweet,5,0,photo
NFLX,RT @DanRusso_CMT : $DIS vs $NFLX. The green line is the launch of Disney+ https://t.co/cSRDsWkeFK,Stocktwits,20/04/2020,0,Retweet,0,0,photo
NFLX,"50/50 Portfolio: 
 
$NFLX x $AMZN ? 34% YTD https://t.co/30GRfuFMUE",Stocktwits,20/04/2020,9,Tweet,0,0,photo
NFLX,Which stocks are emerging from the coronavirus crash as new leaders? Read this free infographic and find out! #coronavirus #stocks #investing #investors #COVID19  $NFLX $ZM https://t.co/zTsTHGy5Gx https://t.co/ubXDgqX9lu,Investors.com,20/04/2020,2,Tweet,5,0,photo
NFLX,Which stocks are emerging from the coronavirus crash as new leaders? Read this free infographic and find out! https://t.co/zTsTHGguhX #coronavirus #stocks #investing #investors #COVID19 $NFLX $ZM https://t.co/vK9tg154xH,Investors.com,20/04/2020,7,Tweet,5,0,photo
NFLX,@BjornEmde SAP gehört mit einem Börsenwert von 139 Milliarden Euro noch nicht mal zu den Top 50 der Welt. Selbst Netflix ist inzwischen größer. Von Tech Giant würde ich da nicht reden!,Holger Zschaepitz,21/04/2020,1,Reply,0,1,
NFLX,@BjornEmde SAP gehört mit einem Börsenwert von 139 Milliarden Euro noch nicht mal zu den Top 50 der Welt. Selbst Netflix ist inzwischen größer. Von Tech Giant würde ich da nicht reden!,Holger Zschaepitz,21/04/2020,1,Reply,0,1,
NFLX,$NFLX first move higher. https://t.co/RmtSurI9n0 https://t.co/7eBVxyiVvJ,Stocktwits,21/04/2020,6,Tweet,0,0,animated_gif
NFLX,"Netflix adds more than double the number of new subscribers it had predicted, as coronavirus lockdowns forced people to entertain themselves at home https://t.co/1qd7DEwkX1",WSJ Markets,21/04/2020,1,Tweet,0,0,
NFLX,"RT @ppearlman : $NFLX earnings conference call tonight at 6PM ET. Should be interesting. Gonna try to listen.
 https://t.co/ALeEWhylL9",Stocktwits,21/04/2020,0,Retweet,0,0,
NFLX,RT @djtgallagher : Netflix threw a bit of cold water on its own hot results. It was needed. For @WSJheard - https://t.co/pNG1onVeSl,WSJ Markets,21/04/2020,0,Retweet,0,1,
NFLX,Netflix’s unprecedented subscriber growth comes with a dose of sobriety for stay-home trade’s hottest stock https://t.co/BNGh6zDclp,WSJ Markets,21/04/2020,3,Tweet,0,0,
NFLX,"RT @MicahMaidenberg : Netflix Adds 16 Million New Subscribers as Home-Bound Consumers Stream Away -- more than double the company's forecast. first take on the streaming giant's latest results w/@JBFlint 
https://t.co/6bFJNE9qrC",WSJ Markets,22/04/2020,0,Retweet,0,1,
NFLX,"$NFLX earnings report tonight ??

""I consider this one an A/A+ stock so I'm holding with it for now."" @mwebster1971 ""That doesn't mean its going to work out, but if you look at the sponsorship behind this stock, every fund that's important is in there.""

#IBDLive https://t.co/u4js0aHlDr",Investors.com,22/04/2020,2,Tweet,1,1,photo
NFLX,Stocks Recover But Are We Out of The Woods? $NFLX $AAPL $GDX Watch Stock Market Today here: https://t.co/RtFTSkLsGp https://t.co/g1g8IghO4G,Investors.com,22/04/2020,5,Tweet,0,0,photo
NFLX,"RT @djtgallagher : Citrix results show big WFH run-up was justified. But like Netflix, they also raise the pull-forward question. Still, for a cloud stock, this is pretty cheap. For @WSJheard - https://t.co/vB6WyNhRDr",WSJ Markets,23/04/2020,0,Retweet,0,1,
NFLX,"$NFLX ""This one is extended. I think the next move will either be -- it'll form a base like a flat base or a shelf or 3 wks tight. Or it'll pull back to the 21-day exponential moving average and then reverse higher off that."" @IBD_CGessel 

#IBDLive https://t.co/SNMjyxSa8i",Investors.com,24/04/2020,1,Tweet,1,1,photo
NFLX,"$NFLX Currently extended. A big coronavirus play. Recent earnings numbers killed it. Their free cash flow is normally negative but due to the production halt, it was positive.

#IBDLive Team does not feel it's a buy yet. It needs to build a shelf or three weeks tight here 1st. https://t.co/6A25jvm1h1",Investors.com,27/04/2020,2,Tweet,1,0,photo
NFLX,"$NFLX ""I've been adding a ton of Netflix. It's my first bigger position amid this whole new stock market rally. Not bc it's been having huge gains but bc it's been doing exactly what it should be doing. I have a clear expectation and it's an A+ stock."" @mwebster1971 https://t.co/usg1RQGLTO",Investors.com,29/04/2020,4,Tweet,0,1,photo
NFLX,"Stocks soar on Gilead Covid drug; Apple at buy point, Netflix makes bullish move $GILD $AAPL $NFLX Watch Stock Market Today here: https://t.co/tQPyD3ZegE https://t.co/IbZrlKrsYh",Investors.com,29/04/2020,4,Tweet,0,0,photo
NFLX,"Wake up (kinda sad, not knowing the date or time)

Pour up (orange juice)

Head shot (coffee)

Sit down (in home office)

Stand up (and peruse the fridge)

Pass out (after 2-3 beers, watching Netflix)

Wake up (kinda sad, not knowing the date or time)",Wu-Tang Financial ??,05/05/2020,83,Tweet,0,0,
NFLX,"$NFLX  
""One of my fav positions rn and an A+ stocks. It's acting perfectly. If you own it, I'd say just hold it here. It's a slower name these days which is an odd thing to say about Netflix. Once a rollercoaster stock, now an institutional darling."" @mwebster1971 

#IBDLive https://t.co/YXXvFZdNps",Investors.com,06/05/2020,5,Tweet,1,1,photo
